ano_compra;"nome_instituicao";"esfera";"cnpj_instituicao";"municipio_instituicao";"uf";compra;insercao;codigo_br;"descricao_catmat";"unidade_fornecimento";"generico";"anvisa";"modalidade_compra";"tipo_compra";capacidade;"unidade_medida";"unidade_fornecimento_capacidade";"cnpj_fornecedor";"fornecedor";"cnpj_fabricante";"fabricante";qtd_itens_comprados;preco_unitario;preco_total
"2024";"FUNDO MUNICIPAL DE SAUDE";"MUNICIPAL";"11.120.699/0001-40";"MURICI";"AL";"01/01/2024";"09/08/2024";"380018";"ÁLCOOL ETÍLICO, TEOR ALCOÓLICO:70% V/V, COMPOSIÇÃO BÁSICA:COM EMOLIENTE, FORMA FARMACÊUTICA:GEL";"FRASCO";;;"Pregão";"ADMINISTRATIVA";"500.0";"ML";"FRASCO 500.00 ML";"00.236.193/0001-84";"CIRURGICA RECIFE COMERCIO E REPRESENTACOES LTDA";"03.485.572/0001-04";"GEOLAB INDUSTRIA FARMACEUTICA S/A";"1140";"9.75";"11115.0"
"2024";"FUNDO MUNICIPAL DE SAUDE";"MUNICIPAL";"11.120.699/0001-40";"MURICI";"AL";"01/01/2024";"09/08/2024";"380018";"ÁLCOOL ETÍLICO, TEOR ALCOÓLICO:70% V/V, COMPOSIÇÃO BÁSICA:COM EMOLIENTE, FORMA FARMACÊUTICA:GEL";"FRASCO";;;"Pregão";"ADMINISTRATIVA";"1000.0";"ML";"FRASCO 1000.00 ML";"00.236.193/0001-84";"CIRURGICA RECIFE COMERCIO E REPRESENTACOES LTDA";"03.485.572/0001-04";"GEOLAB INDUSTRIA FARMACEUTICA S/A";"1740";"8.96";"15590.4"
"2024";"FUNDO MUNICIPAL DE SAUDE";"MUNICIPAL";"11.120.699/0001-40";"MURICI";"AL";"01/01/2024";"09/08/2024";"452914";"BUDESONIDA, CONCENTRAÇÃO:64MCG/DOSE, FORMA FARMACÊUTICA:SUSPENSÃO SPRAY";"FRASCO";;;"Pregão";"ADMINISTRATIVA";"60.0";"DOSES";"FRASCO 60.00 DOSES";"00.236.193/0001-84";"CIRURGICA RECIFE COMERCIO E REPRESENTACOES LTDA";"03.485.572/0001-04";"GEOLAB INDUSTRIA FARMACEUTICA S/A";"60";"22.69";"1361.4"
"2024";"FUNDO MUNICIPAL DE SAUDE";"MUNICIPAL";"11.120.699/0001-40";"MURICI";"AL";"01/01/2024";"09/08/2024";"267517";"ATENOLOL, DOSAGEM:50 MG";"COMPRIMIDO";"S";"1256801460054";"Pregão";"ADMINISTRATIVA";;;"COMPRIMIDO";"00.236.193/0001-84";"CIRURGICA RECIFE COMERCIO E REPRESENTACOES LTDA";"73.856.593/0001-66";"PRATI, DONADUZZI & CIA LTDA";"63600";"0.07";"4452.0"
"2024";"FUNDO MUNICIPAL DE SAUDE DE RIACHAO";"MUNICIPAL";"12.011.137/0001-20";"RIACHAO";"PB";"02/01/2024";"31/10/2025";"270999";"DICLOFENACO, APRESENTAÇÃO:SAL POTÁSSICO, DOSAGEM:25MG/ML, USO:SOLUÇÃO INJETÁVEL";"AMPOLA";"S";"1031101420019";"Pregão";"ADMINISTRATIVA";"3.0";"ML";"AMPOLA 3.00 ML";"41.778.326/0001-21";"MED & FARMA COMERCIO ATACADISTA MEDICAMENTOS LTDA";"01.571.702/0001-98";"HALEX ISTAR INDUSTRIA FARMACEUTICA SA";"600";"1.27";"762.0"
"2024";"SECRETARIA DA SAUDE";"ESTADUAL";"25.053.117/0001-64";"PALMAS";"TO";"02/01/2024";"13/01/2026";"270597";"BETAMETASONA, COMPOSIÇÃO:ACETATO, APRESENTAÇÃO:ASSOCIADA COM BETAMETASONA FOSFATO, DOSAGEM:3MG + 3MG/ML, USO:INJETÁVEL";"AMPOLA";"N";"1781707750020";"Pregão";"ADMINISTRATIVA";"1.0";"ML";"AMPOLA 1.00 ML";"28.387.424/0001-70";"M MED COMERCIAL DE MEDICAMENTOS E PRODUTOS HOSPITALARES LTDA";"61.082.426/0002-07";"COSMED INDUSTRIA DE COSMETICOS E MEDICAMENTOS S.A.";"3960";"13.47";"53341.2"
"2024";"FUNDO MUNICIPAL DE SAUDE";"MUNICIPAL";"12.024.740/0001-47";"FRANCISCO AYRES";"PI";"02/01/2024";"27/05/2025";"437164";"CATETER PERIFÉRICO, APLICAÇÃO:VENOSO, MODELO:TIPO ESCALPE, MATERIAL AGULHA:AGULHA AÇO INOX, DIAMETRO:19 GAU, COMPONENTE ADICIONAL:C/ ASA DE FIXAÇÃO, TUBO EXTENSOR, CONECTOR:CONECTOR PADRÃO C/ TAMPA, COMPONENTE 2:C/ SISTEMA SEGURANÇA SEGUNDO NR/32, TIPO USO:ESTÉRIL, DESCARTÁVEL, EMBALAGEM INDIVIDUAL";"UNIDADE";;;"Pregão";"ADMINISTRATIVA";;;"UNIDADE";"47.869.078/0001-00";"DIPROMED COMERCIO E IMPORTACAO LTDA";"13.977.106/0001-91";"EBD BIOTECH IMPORTACAO E COMERCIO DE PRODUTOS MEDICOS HOSPITALARES LTDA";"3000";"0.32";"960.0"
"2024";"SECRETARIA DA SAUDE";"ESTADUAL";"25.053.117/0001-64";"PALMAS";"TO";"02/01/2024";"13/01/2026";"448844";"CETOPROFENO, CONCENTRAÇAO:100 MG, FORMA FARMACEUTICA:PÓ LIÓFILO P/ INJETÁVEL";"FRASCO-AMPOLA";"N";"1049700040097";"Pregão";"ADMINISTRATIVA";;;"FRASCO-AMPOLA";"60.665.981/0009-75";"UNIAO QUIMICA FARMACEUTICA NACIONAL S A";"60.665.981/0001-18";"UNIAO QUIMICA FARMACEUTICA NACIONAL S A";"113400";"3.3";"374220.0"
"2024";"FUNDO MUNICIPAL DE SAUDE DE RIACHAO";"MUNICIPAL";"12.011.137/0001-20";"RIACHAO";"PB";"02/01/2024";"31/10/2025";"308736";"CETOCONAZOL, DOSAGEM:20 MG/G, FORMA FARMACÊUTICA:CREME TÓPICO";"BISNAGA";"S";"1023504420032";"Pregão";"ADMINISTRATIVA";"30.0";"G";"BISNAGA 30.00 G";"16.553.940/0001-48";"MEDMAX COMERCIO DE MEDICAMENTOS LTDA";"57.507.378/0003-65";"EMS S/A";"300";"4.52";"1356.0"
"2024";"SECRETARIA DA SAUDE";"ESTADUAL";"25.053.117/0001-64";"PALMAS";"TO";"02/01/2024";"13/01/2026";"272166";"CICLOBENZAPRINA CLORIDRATO, DOSAGEM:5 MG";"COMPRIMIDO";"S";"1438101740032";"Pregão";"ADMINISTRATIVA";;;"COMPRIMIDO";"38.329.458/0001-61";"BIOMED DISTRIBUIDORA DE MEDICAMENTOS LTDA";"02.814.497/0001-07";"CIMED INDUSTRIA S.A.";"18000";"0.13";"2340.0"
"2024";"FUNDO MUNICIPAL DE SAUDE DE RIACHAO";"MUNICIPAL";"12.011.137/0001-20";"RIACHAO";"PB";"02/01/2024";"31/10/2025";"267107";"FENITOÍNA SÓDICA, DOSAGEM:50 MG/ML, APRESENTAÇÃO:SOLUÇÃO INJETÁVEL";"AMPOLA";;;"Pregão";"ADMINISTRATIVA";"5.0";"ML";"AMPOLA 5.00 ML";"41.778.326/0001-21";"MED & FARMA COMERCIO ATACADISTA MEDICAMENTOS LTDA";"60.665.981/0001-18";"UNIAO QUIMICA FARMACEUTICA NACIONAL S A";"100";"4.15";"415.0"
"2024";"SECRETARIA DA SAUDE";"ESTADUAL";"25.053.117/0001-64";"PALMAS";"TO";"02/01/2024";"13/01/2026";"300733";"DEXAMETASONA, CONCENTRAÇÃO:2 MG/ML, FORMA FARMACÊUTICA:SOLUÇÃO INJETÁVEL";"AMPOLA";"S";"1108500320036";"Pregão";"ADMINISTRATIVA";"1.0";"ML";"AMPOLA 1.00 ML";"08.674.752/0001-40";"CIRURGICA MONTEBELLO LTDA";"06.628.333/0001-46";"FARMACE - INDUSTRIA QUIMICO-FARMACEUTICA CEARENSE LTDA";"70200";"0.74";"51948.0"
"2024";"FUNDO MUNICIPAL DE SAUDE";"MUNICIPAL";"12.024.740/0001-47";"FRANCISCO AYRES";"PI";"02/01/2024";"27/05/2025";"280879";"ESCOVA DEGERMAÇÃO, CARACTERÍSTICAS ADICIONAIS:EMBALADA INDIVIDUALMENTE, COMPONENTES:ESCOVA/ESPONJA SECA, USO:ESTÉRIL,DESCARTÁVEL";"UNIDADE";;;"Pregão";"ADMINISTRATIVA";;;"UNIDADE";"47.869.078/0001-00";"DIPROMED COMERCIO E IMPORTACAO LTDA";"06.923.493/0001-18";"MEDFIO INDUSTRIA E COMERCIO DE ARTIGOS ODONTOLOGICOS LTDA.";"2250";"1.44";"3240.0"
"2024";"SECRETARIA DA SAUDE";"ESTADUAL";"25.053.117/0001-64";"PALMAS";"TO";"02/01/2024";"13/01/2026";"270590";"BETAMETASONA, COMPOSIÇÃO:DIPROPIONATO, APRESENTAÇÃO:ASSOCIADA COM BETAMETASONA FOSFATO, DOSAGEM:5MG + 2MG, USO:INJETÁVEL";"AMPOLA";"N";"1029802860129";"Pregão";"ADMINISTRATIVA";"1.0";"ML";"AMPOLA 1.00 ML";"44.734.671/0022-86";"CRISTALIA PRODUTOS QUIMICOS FARMACEUTICOS LTDA";"44.734.671/0001-51";"CRISTALIA PRODUTOS QUIMICOS FARMACEUTICOS LTDA";"11880";"3.92";"46569.6"
"2024";"FUNDO MUNICIPAL DE SAUDE DE RIACHAO";"MUNICIPAL";"12.011.137/0001-20";"RIACHAO";"PB";"02/01/2024";"31/10/2025";"268255";"EPINEFRINA, DOSAGEM:1MG/ML, USO:SOLUÇÃO INJETÁVEL";"AMPOLA";"S";"1038700780028";"Pregão";"ADMINISTRATIVA";"1.0";"ML";"AMPOLA 1.00 ML";"16.553.940/0001-48";"MEDMAX COMERCIO DE MEDICAMENTOS LTDA";"17.174.657/0001-78";"HYPOFARMA INSTITUTO DE HYPODERMIA E FARMACIA LTDA";"500";"1.95";"975.0"
"2024";"SECRETARIA DA SAUDE";"ESTADUAL";"25.053.117/0001-64";"PALMAS";"TO";"02/01/2024";"13/01/2026";"267508";"ALOPURINOL, DOSAGEM:100 MG";"COMPRIMIDO";"S";"1832600350015";"Pregão";"ADMINISTRATIVA";;;"COMPRIMIDO";"46.388.826/0001-70";"OCIAN  COMERCIAL FARMACEUTICA UNIPESSOAL LTDA";"10.588.595/0010-92";"SANOFI MEDLEY FARMACEUTICA LTDA";"18720";"0.12";"2246.4"
"2024";"FUNDO MUNICIPAL DE SAUDE DE RIACHAO";"MUNICIPAL";"12.011.137/0001-20";"RIACHAO";"PB";"02/01/2024";"31/10/2025";"446104";"SAIS PARA REIDRATAÇÃO ORAL, COMPOSIÇÃO:SÓDIO, POTÁSSIO, CLORETO, CITRATO E GLICOSE, CONCENTRAÇÃO:60 MEQ/L + 20 MEQ/L + 60 MEQ/L + 20 MEQ/L + 110 MMOL/L, FORMA FARMACÊUTICA:SOLUÇÃO ORAL";"ENVELOPE";"N";"1004306900041";"Pregão";"ADMINISTRATIVA";;;"ENVELOPE";"16.553.940/0001-48";"MEDMAX COMERCIO DE MEDICAMENTOS LTDA";"61.190.096/0001-92";"EUROFARMA LABORATORIOS S.A.";"4000";"1.1";"4400.0"
"2024";"SECRETARIA DA SAUDE";"ESTADUAL";"25.053.117/0001-64";"PALMAS";"TO";"02/01/2024";"13/01/2026";"268533";"TENOXICAM, DOSAGEM:40 MG, INDICAÇÃO:INJETÁVEL";"FRASCO-AMPOLA";"N";"1049711380188";"Pregão";"ADMINISTRATIVA";;;"FRASCO-AMPOLA";"60.665.981/0009-75";"UNIAO QUIMICA FARMACEUTICA NACIONAL S A";"60.665.981/0001-18";"UNIAO QUIMICA FARMACEUTICA NACIONAL S A";"172800";"9.0";"1555200.0"
"2024";"FUNDO MUNICIPAL DE SAUDE";"MUNICIPAL";"12.024.740/0001-47";"FRANCISCO AYRES";"PI";"02/01/2024";"27/05/2025";"435989";"SONDA TRATO URINÁRIO, MODELO:URETRAL, MATERIAL:POLIURETANO, CALIBRE:18 FRENCH, CONECTOR:CONECTOR PADRÃO C/ TAMPA, COMPRIMENTO:CERCA 40 CM, TIPO PONTA:PONTA DISTAL CILÍNDRICA FECHADA, COMPONENTES:C/ ORIFÍCIOS LATERAIS, ESTERILIDADE:ESTÉRIL, DESCARTÁVEL, EMBALAGEM:EMBALAGEM INDIVIDUAL";"UNIDADE";;;"Pregão";"ADMINISTRATIVA";;;"UNIDADE";"47.869.078/0001-00";"DIPROMED COMERCIO E IMPORTACAO LTDA";"05.150.338/0001-43";"MEDSONDA - INDUSTRIA E COMERCIO DE PRODUTOS HOSPITALARES DESCARTAVEIS LTDA";"2500";"1.15";"2875.0"
"2024";"SECRETARIA DA SAUDE";"ESTADUAL";"25.053.117/0001-64";"PALMAS";"TO";"02/01/2024";"13/01/2026";"270597";"BETAMETASONA, COMPOSIÇÃO:ACETATO, APRESENTAÇÃO:ASSOCIADA COM BETAMETASONA FOSFATO, DOSAGEM:3MG + 3MG/ML, USO:INJETÁVEL";"AMPOLA";"N";"1049711730022";"Pregão";"ADMINISTRATIVA";"1.0";"ML";"AMPOLA 1.00 ML";"60.665.981/0009-75";"UNIAO QUIMICA FARMACEUTICA NACIONAL S A";"60.665.981/0001-18";"UNIAO QUIMICA FARMACEUTICA NACIONAL S A";"11880";"6.7";"79596.0"
"2024";"FUNDO MUNICIPAL DE SAUDE DE RIACHAO";"MUNICIPAL";"12.011.137/0001-20";"RIACHAO";"PB";"02/01/2024";"31/10/2025";"267632";"CIPROFLOXACINO CLORIDRATO, DOSAGEM:500 MG";"COMPRIMIDO";"S";"1003800940016";"Pregão";"ADMINISTRATIVA";;;"COMPRIMIDO";"16.553.940/0001-48";"MEDMAX COMERCIO DE MEDICAMENTOS LTDA";"46.179.008/0001-68";"BRASTERAPICA INDUSTRIA FARMACEUTICA LTDA.";"4000";"0.33";"1320.0"
"2024";"SECRETARIA DA SAUDE";"ESTADUAL";"25.053.117/0001-64";"PALMAS";"TO";"02/01/2024";"13/01/2026";"268532";"TENOXICAM, DOSAGEM:20 MG, INDICAÇÃO:INJETÁVEL";"FRASCO-AMPOLA";"S";"1004307570191";"Pregão";"ADMINISTRATIVA";;;"FRASCO-AMPOLA";"36.325.157/0001-34";"COSTA CAMARGO COM. DE PRODUTOS HOSPITALARES LTDA";"61.190.096/0001-92";"EUROFARMA LABORATORIOS S.A.";"177120";"3.84";"680140.8"
"2024";"FUNDO MUNICIPAL DE SAUDE DE RIACHAO";"MUNICIPAL";"12.011.137/0001-20";"RIACHAO";"PB";"02/01/2024";"31/10/2025";"292344";"SULFATO FERROSO, DOSAGEM FERRO:40MG DE FERRO II";"COMPRIMIDO";"N";"1103901410035";"Pregão";"ADMINISTRATIVA";;;"COMPRIMIDO";"16.553.940/0001-48";"MEDMAX COMERCIO DE MEDICAMENTOS LTDA";"43.640.754/0001-19";"FUNDACAO PARA O REMEDIO POPULAR FURP";"20000";"0.05";"1000.0"
"2024";"SECRETARIA DA SAUDE";"ESTADUAL";"25.053.117/0001-64";"PALMAS";"TO";"02/01/2024";"13/01/2026";"273711";"NIMESULIDA, DOSAGEM:50 MG/ML, APRESENTAÇÃO:SOLUÇÃO ORAL - GOTAS";"FRASCO";"N";"1542300130050";"Pregão";"ADMINISTRATIVA";"15.0";"ML";"FRASCO 15.00 ML";"35.472.743/0001-49";"HEALTH DISTRIBUIDORA DE MEDICAMENTOS LTDA";"03.485.572/0001-04";"GEOLAB INDUSTRIA FARMACEUTICA S/A";"8640";"2.07";"17884.8"
"2024";"FUNDO MUNICIPAL DE SAUDE";"MUNICIPAL";"12.024.740/0001-47";"FRANCISCO AYRES";"PI";"02/01/2024";"27/05/2025";"436076";"SONDA TRATO URINÁRIO, MODELO:URETRAL, MATERIAL:PVC, CALIBRE:24 FRENCH, CONECTOR:CONECTOR PADRÃO C/ TAMPA, COMPRIMENTO:CERCA 40 CM, TIPO PONTA:PONTA DISTAL CILÍNDRICA FECHADA, COMPONENTES:C/ ORIFÍCIOS LATERAIS, ESTERILIDADE:ESTÉRIL, DESCARTÁVEL, EMBALAGEM:EMBALAGEM INDIVIDUAL";"UNIDADE";;;"Pregão";"ADMINISTRATIVA";;;"UNIDADE";"47.869.078/0004-53";"DIPROMED COMERCIO E IMPORTACAO LTDA";"51.285.641/0001-70";"EMBRAMAC - EMPRESA BRASILEIRA DE MATERIAIS CIRURGICOS INDUSTRIA COMERCIO IMPORTACAO E EXPORTACAO LTDA";"250";"0.91";"227.5"
