ano_compra;"nome_instituicao";"esfera";"cnpj_instituicao";"municipio_instituicao";"uf";compra;insercao;codigo_br;"descricao_catmat";"unidade_fornecimento";"generico";"anvisa";"modalidade_compra";"tipo_compra";capacidade;"unidade_medida";"unidade_fornecimento_capacidade";"cnpj_fornecedor";"fornecedor";"cnpj_fabricante";"fabricante";qtd_itens_comprados;preco_unitario;preco_total
"2025";"FUNDO MUNICIPAL DE SAUDE";"MUNICIPAL";"11.328.684/0001-71";"SAO FRANCISCO DO GUAPORE";"RO";"01/01/2025";"01/09/2025";"276658";"METOPROLOL, PRINCÍPIO ATIVO:SAL SUCCINATO, DOSAGEM:100 MG, APRESENTAÇÃO:LIBERAÇÃO CONTROLADA";"COMPRIMIDO";"S";"1438102800209";"Pregão";"ADMINISTRATIVA";;;"COMPRIMIDO";"02.814.497/0001-07";"CIMED INDUSTRIA S.A.";"02.814.497/0001-07";"CIMED INDUSTRIA S.A.";"1000";"0.57";"570.0"
"2025";"FUNDO MUNICIPAL DE SAUDE";"MUNICIPAL";"11.328.684/0001-71";"SAO FRANCISCO DO GUAPORE";"RO";"01/01/2025";"01/09/2025";"273467";"LORATADINA, CONCENTRAÇÃO:1MG/ML, TIPO MEDICAMENTO:XAROPE";"FRASCO";"S";"1438100900028";"Pregão";"ADMINISTRATIVA";"100.0";"ML";"FRASCO 100.00 ML";"02.814.497/0001-07";"CIMED INDUSTRIA S.A.";"02.814.497/0001-07";"CIMED INDUSTRIA S.A.";"100";"2.98";"298.0"
"2025";"FUNDO MUNICIPAL DE SAUDE";"MUNICIPAL";"11.328.684/0001-71";"SAO FRANCISCO DO GUAPORE";"RO";"01/01/2025";"01/09/2025";"276657";"METOPROLOL, PRINCÍPIO ATIVO:SAL SUCCINATO, DOSAGEM:50 MG, APRESENTAÇÃO:LIBERAÇÃO CONTROLADA";"COMPRIMIDO";"S";"1438102800136";"Pregão";"ADMINISTRATIVA";;;"COMPRIMIDO";"02.814.497/0001-07";"CIMED INDUSTRIA S.A.";"02.814.497/0001-07";"CIMED INDUSTRIA S.A.";"1000";"0.45";"450.0"
"2025";"FUNDO MUNICIPAL DE SAUDE";"MUNICIPAL";"11.328.684/0001-71";"SAO FRANCISCO DO GUAPORE";"RO";"01/01/2025";"01/09/2025";"372335";"METRONIDAZOL, CONCENTRAÇAO:100 MG/G, FORMA FARMACEUTICA:GEL VAGINAL, CARACTERÍSTICA ADICIONAL:COM APLICADOR";"BISNAGA";"S";"1256800430038";"Pregão";"ADMINISTRATIVA";"50.0";"G";"BISNAGA 50.00 G";"73.856.593/0001-66";"PRATI, DONADUZZI & CIA LTDA";"73.856.593/0001-66";"PRATI, DONADUZZI & CIA LTDA";"50";"5.99";"299.5"
"2025";"FUNDO MUNICIPAL DE SAUDE";"MUNICIPAL";"11.328.684/0001-71";"SAO FRANCISCO DO GUAPORE";"RO";"01/01/2025";"01/09/2025";"267504";"ÁCIDO VALPRÓICO, DOSAGEM:250 MG";"CÁPSULA";"S";"1097402580018";"Pregão";"ADMINISTRATIVA";;;"CÁPSULA";"49.475.833/0001-06";"BIOLAB SANUS FARMACEUTICA LTDA";"49.475.833/0001-06";"BIOLAB SANUS FARMACEUTICA LTDA";"3000";"0.55";"1650.0"
"2025";"FUNDO MUNICIPAL DE SAUDE";"MUNICIPAL";"11.328.684/0001-71";"SAO FRANCISCO DO GUAPORE";"RO";"01/01/2025";"01/09/2025";"267646";"DEXCLORFENIRAMINA MALEATO, DOSAGEM:0,4 MG/ML, APRESENTAÇÃO:SOLUÇÃO ORAL";"FRASCO";"N";"1384100200023";"Pregão";"ADMINISTRATIVA";"100.0";"ML";"FRASCO 100.00 ML";"02.456.955/0001-83";"NATULAB LABORATORIO S.A";"02.456.955/0001-83";"NATULAB LABORATORIO S.A";"100";"2.2";"220.0"
"2025";"FUNDO MUNICIPAL DE SAUDE";"MUNICIPAL";"11.328.684/0001-71";"SAO FRANCISCO DO GUAPORE";"RO";"01/01/2025";"01/09/2025";"323590";"SULFATO FERROSO, DOSAGEM FERRO:125MG/ML DE FERRO II, FORMA FARMACÊUTICA:SOLUÇÃO ORAL-GOTAS";"FRASCO";"N";"1384100040158";"Pregão";"ADMINISTRATIVA";"30.0";"ML";"FRASCO 30.00 ML";"02.456.955/0001-83";"NATULAB LABORATORIO S.A";"02.456.955/0001-83";"NATULAB LABORATORIO S.A";"2000";"0.7";"1400.0"
"2025";"FUNDO MUNICIPAL DE SAUDE";"MUNICIPAL";"11.328.684/0001-71";"SAO FRANCISCO DO GUAPORE";"RO";"01/01/2025";"01/09/2025";"267203";"DIPIRONA SÓDICA, DOSAGEM:500 MG";"COMPRIMIDO";"S";"1201901250046";"Pregão";"ADMINISTRATIVA";;;"COMPRIMIDO";"33.408.105/0001-33";"GREENPHARMA QUIMICA E FARMACEUTICA EM RECUPERACAO JUDICIAL LTDA";"33.408.105/0001-33";"GREENPHARMA QUIMICA E FARMACEUTICA EM RECUPERACAO JUDICIAL LTDA";"10000";"0.13";"1300.0"
"2025";"FUNDO MUNICIPAL DE SAUDE";"MUNICIPAL";"11.328.684/0001-71";"SAO FRANCISCO DO GUAPORE";"RO";"01/01/2025";"01/09/2025";"450890";"CEFTRIAXONA SÓDICA, CONCENTRAÇÃO:1 G, FORMA FARMACEUTICA:PÓ P/ SOLUÇÃO INJETÁVEL + DILUENTE";"FRASCO-AMPOLA";"N";"1556200090057";"Pregão";"ADMINISTRATIVA";;;"FRASCO-AMPOLA";"05.439.635/0001-03";"ANTIBIOTICOS DO BRASIL LTDA.";"05.439.635/0001-03";"ANTIBIOTICOS DO BRASIL LTDA.";"300";"5.94";"1782.0"
"2025";"FUNDO MUNICIPAL DE SAUDE";"MUNICIPAL";"11.328.684/0001-71";"SAO FRANCISCO DO GUAPORE";"RO";"01/01/2025";"01/09/2025";"268493";"DOXAZOSINA MESILATO, COMPOSIÇÃO:2 MG";"COMPRIMIDO";"S";"1023507540098";"Pregão";"ADMINISTRATIVA";;;"COMPRIMIDO";"57.507.378/0003-65";"EMS S/A";"57.507.378/0003-65";"EMS S/A";"1000";"0.21";"210.0"
"2025";"FUNDO MUNICIPAL DE SAUDE";"MUNICIPAL";"11.328.684/0001-71";"SAO FRANCISCO DO GUAPORE";"RO";"01/01/2025";"01/09/2025";"268252";"DIPIRONA SÓDICA, DOSAGEM:500 MG/ML, APRESENTAÇÃO:SOLUÇÃO INJETÁVEL";"AMPOLA";"S";"1038700760019";"Pregão";"ADMINISTRATIVA";"2.0";"ML";"AMPOLA 2.00 ML";"17.174.657/0001-78";"HYPOFARMA INSTITUTO DE HYPODERMIA E FARMACIA LTDA";"17.174.657/0001-78";"HYPOFARMA INSTITUTO DE HYPODERMIA E FARMACIA LTDA";"500";"1.48";"740.0"
"2025";"FUNDO MUNICIPAL DE SAUDE";"MUNICIPAL";"11.328.684/0001-71";"SAO FRANCISCO DO GUAPORE";"RO";"01/01/2025";"01/09/2025";"267652";"ENALAPRIL MALEATO, DOSAGEM:20 MG";"COMPRIMIDO";"S";"1438101440098";"Pregão";"ADMINISTRATIVA";;;"COMPRIMIDO";"02.814.497/0001-07";"CIMED INDUSTRIA S.A.";"02.814.497/0001-07";"CIMED INDUSTRIA S.A.";"3000";"0.1";"300.0"
"2025";"FUNDO MUNICIPAL DE SAUDE";"MUNICIPAL";"11.328.684/0001-71";"SAO FRANCISCO DO GUAPORE";"RO";"01/01/2025";"01/09/2025";"308882";"SULFAMETOXAZOL, COMPOSIÇÃO:ASSOCIADO À TRIMETOPRIMA, CONCENTRAÇÃO:400MG + 80MG";"COMPRIMIDO";"S";"1256802090021";"Pregão";"ADMINISTRATIVA";;;"COMPRIMIDO";"73.856.593/0001-66";"PRATI, DONADUZZI & CIA LTDA";"73.856.593/0001-66";"PRATI, DONADUZZI & CIA LTDA";"1000";"0.2";"200.0"
"2025";"FUNDO MUNICIPAL DE SAUDE";"MUNICIPAL";"11.328.684/0001-71";"SAO FRANCISCO DO GUAPORE";"RO";"01/01/2025";"01/09/2025";"268125";"LEVOTIROXINA SÓDICA, DOSAGEM:100 MCG";"COMPRIMIDO";"S";"1008903920108";"Pregão";"ADMINISTRATIVA";;;"COMPRIMIDO";"33.069.212/0001-84";"MERCK S/A";"33.069.212/0001-84";"MERCK S/A";"2000";"0.23";"460.0"
"2025";"FUNDO MUNICIPAL DE SAUDE";"MUNICIPAL";"11.328.684/0001-71";"SAO FRANCISCO DO GUAPORE";"RO";"01/01/2025";"01/09/2025";"342134";"HIDROCORTISONA, COMPOSIÇÃO:SAL SUCCINATO SÓDICO, CONCENTRAÇÃO:500 MG, FORMA FARMACÊUTICA:PÓ LIÓFILO P/ INJETÁVEL";"FRASCO-AMPOLA";"N";"1037004630062";"Pregão";"ADMINISTRATIVA";;;"FRASCO-AMPOLA";"17.159.229/0001-76";"LABORATORIO TEUTO BRASILEIRO S/A";"17.159.229/0001-76";"LABORATORIO TEUTO BRASILEIRO S/A";"200";"5.32";"1064.0"
"2025";"FUNDO MUNICIPAL DE SAUDE";"MUNICIPAL";"11.328.684/0001-71";"SAO FRANCISCO DO GUAPORE";"RO";"01/01/2025";"01/09/2025";"267651";"ENALAPRIL MALEATO, DOSAGEM:10 MG";"COMPRIMIDO";"S";"1134301900015";"Pregão";"ADMINISTRATIVA";;;"COMPRIMIDO";"19.570.720/0001-10";"HIPOLABOR FARMACEUTICA LTDA";"19.570.720/0001-10";"HIPOLABOR FARMACEUTICA LTDA";"3000";"0.08";"240.0"
"2025";"FUNDO MUNICIPAL DE SAUDE";"MUNICIPAL";"11.328.684/0001-71";"SAO FRANCISCO DO GUAPORE";"RO";"01/01/2025";"01/09/2025";"270613";"BENZILPENICILINA, APRESENTAÇÃO:BENZATINA, DOSAGEM:600.000UI, USO:INJETÁVEL";"FRASCO-AMPOLA";"N";"1037001000051";"Pregão";"ADMINISTRATIVA";;;"FRASCO-AMPOLA";"17.159.229/0001-76";"LABORATORIO TEUTO BRASILEIRO S/A";"17.159.229/0001-76";"LABORATORIO TEUTO BRASILEIRO S/A";"100";"7.55";"755.0"
"2025";"FUNDO MUNICIPAL DE SAUDE";"MUNICIPAL";"11.328.684/0001-71";"SAO FRANCISCO DO GUAPORE";"RO";"01/01/2025";"01/09/2025";"267646";"DEXCLORFENIRAMINA MALEATO, DOSAGEM:0,4 MG/ML, APRESENTAÇÃO:SOLUÇÃO ORAL";"FRASCO";"S";"1542300510015";"Pregão";"ADMINISTRATIVA";"120.0";"ML";"FRASCO 120.00 ML";"03.485.572/0001-04";"GEOLAB INDUSTRIA FARMACEUTICA S/A";"03.485.572/0001-04";"GEOLAB INDUSTRIA FARMACEUTICA S/A";"1000";"0.07";"70.0"
"2025";"FUNDO MUNICIPAL DE SAUDE";"MUNICIPAL";"11.328.684/0001-71";"SAO FRANCISCO DO GUAPORE";"RO";"01/01/2025";"01/09/2025";"294643";"IBUPROFENO, DOSAGEM:50 MG/ML, FORMA FARMACÊUTICA:SUSPENSÃO ORAL";"FRASCO";"N";"1384100330083";"Pregão";"ADMINISTRATIVA";"30.0";"ML";"FRASCO 30.00 ML";"02.456.955/0001-83";"NATULAB LABORATORIO S.A";"02.456.955/0001-83";"NATULAB LABORATORIO S.A";"500";"2.21";"1105.0"
"2025";"SECRETARIA DE ESTADO DA SAUDE - SES";"ESTADUAL";"08.778.268/0001-60";"JOAO PESSOA";"PB";"01/01/2025";"13/10/2025";"273818";"DIOSMINA, COMPOSIÇÃO:ASSOCIADA À HESPERIDINA, CONCENTRAÇÃO:450MG + 50MG";"COMPRIMIDO";"N";"1053502080015";"Dispensa de Licitação";"JUDICIAL";;;"COMPRIMIDO";"15.145.035/0001-96";"RIOBAHIAFARMA COMERCIO E DISTRIBUICAO DE PRODUTOS MEDICOS E COSMETICOS LTDA";"17.115.437/0001-73";"LABORATORIO GLOBO SA";"1500";"0.76";"1140.0"
"2025";"FUNDO MUNICIPAL DE SAUDE";"MUNICIPAL";"11.328.684/0001-71";"SAO FRANCISCO DO GUAPORE";"RO";"01/01/2025";"01/09/2025";"267769";"PROMETAZINA CLORIDRATO, DOSAGEM:25 MG/ML, APRESENTAÇÃO:SOLUÇÃO INJETÁVEL";"AMPOLA";"N";"1029800420016";"Pregão";"ADMINISTRATIVA";"2.0";"ML";"AMPOLA 2.00 ML";"44.734.671/0001-51";"CRISTALIA PRODUTOS QUIMICOS FARMACEUTICOS LTDA";"44.734.671/0001-51";"CRISTALIA PRODUTOS QUIMICOS FARMACEUTICOS LTDA";"3000";"0.22";"660.0"
"2025";"FUNDO MUNICIPAL DE SAUDE";"MUNICIPAL";"11.328.684/0001-71";"SAO FRANCISCO DO GUAPORE";"RO";"01/01/2025";"01/09/2025";"267565";"CARVEDILOL, DOSAGEM:6,25 MG";"COMPRIMIDO";"S";"1023510730099";"Pregão";"ADMINISTRATIVA";;;"COMPRIMIDO";"57.507.378/0003-65";"EMS S/A";"57.507.378/0003-65";"EMS S/A";"2000";"0.19";"380.0"
"2025";"FUNDO MUNICIPAL DE SAUDE";"MUNICIPAL";"11.328.684/0001-71";"SAO FRANCISCO DO GUAPORE";"RO";"01/01/2025";"01/09/2025";"433280";"LEVODOPA, COMPOSIÇÃO:ASSOCIADO À BENSERAZIDA, CONCENTRAÇÃO:100MG + 25 MG";"COMPRIMIDO";"N";"1010000640142";"Pregão";"ADMINISTRATIVA";;;"COMPRIMIDO";"33.009.945/0001-23";"PRODUTOS ROCHE QUIMICOS E FARMACEUTICOS S A";"33.009.945/0001-23";"PRODUTOS ROCHE QUIMICOS E FARMACEUTICOS S A";"2000";"1.47";"2940.0"
"2025";"FUNDO MUNICIPAL DE SAUDE";"MUNICIPAL";"11.328.684/0001-71";"SAO FRANCISCO DO GUAPORE";"RO";"01/01/2025";"01/09/2025";"448841";"AMOXICILINA, PRINCÍPIO ATIVO:ASSOCIADA COM CLAVULANATO DE POTÁSSIO, CONCENTRAÇÃO:50 MG/ML + 12,5 MG/ML, FORMA FARMACÊUTICA:SUSPENSÃO ORAL";"FRASCO";"S";"1023505280080";"Pregão";"ADMINISTRATIVA";"75.0";"ML";"FRASCO 75.00 ML";"57.507.378/0003-65";"EMS S/A";"57.507.378/0003-65";"EMS S/A";"100";"36.79";"3679.0"
"2025";"FUNDO MUNICIPAL DE SAUDE";"MUNICIPAL";"11.328.684/0001-71";"SAO FRANCISCO DO GUAPORE";"RO";"01/01/2025";"01/09/2025";"270130";"LEVODOPA, COMPOSIÇÃO:ASSOCIADO À CARBIDOPA, DOSAGEM:250MG + 25MG";"COMPRIMIDO";"N";"1029801070034";"Pregão";"ADMINISTRATIVA";;;"COMPRIMIDO";"44.734.671/0001-51";"CRISTALIA PRODUTOS QUIMICOS FARMACEUTICOS LTDA";"44.734.671/0001-51";"CRISTALIA PRODUTOS QUIMICOS FARMACEUTICOS LTDA";"1000";"1.4";"1400.0"
"2025";"FUNDO MUNICIPAL DE SAUDE";"MUNICIPAL";"11.328.684/0001-71";"SAO FRANCISCO DO GUAPORE";"RO";"01/01/2025";"01/09/2025";"267502";"ÁCIDO ACETILSALICÍLICO, DOSAGEM:100 MG";"COMPRIMIDO";"N";"1003800430034";"Pregão";"ADMINISTRATIVA";;;"COMPRIMIDO";"46.179.008/0001-68";"BRASTERAPICA INDUSTRIA FARMACEUTICA LTDA.";"46.179.008/0001-68";"BRASTERAPICA INDUSTRIA FARMACEUTICA LTDA.";"5000";"0.06";"300.0"
"2025";"FUNDO MUNICIPAL DE SAUDE";"MUNICIPAL";"11.328.684/0001-71";"SAO FRANCISCO DO GUAPORE";"RO";"01/01/2025";"01/09/2025";"267648";"DIGOXINA, DOSAGEM:0,05 MG/ML, APRESENTAÇÃO:ELIXIR";"FRASCO";"S";"1256800920019";"Pregão";"ADMINISTRATIVA";"60.0";"ML";"FRASCO 60.00 ML";"73.856.593/0001-66";"PRATI, DONADUZZI & CIA LTDA";"73.856.593/0001-66";"PRATI, DONADUZZI & CIA LTDA";"50";"12.21";"610.5"
"2025";"FUNDO MUNICIPAL DE SAUDE";"MUNICIPAL";"11.328.684/0001-71";"SAO FRANCISCO DO GUAPORE";"RO";"01/01/2025";"01/09/2025";"267625";"CEFALEXINA, DOSAGEM:500 MG";"DRÁGEA";"S";"1556200230071";"Pregão";"ADMINISTRATIVA";;;"DRÁGEA";"05.439.635/0001-03";"ANTIBIOTICOS DO BRASIL LTDA.";"05.439.635/0001-03";"ANTIBIOTICOS DO BRASIL LTDA.";"10000";"0.63";"6300.0"
"2025";"FUNDO MUNICIPAL DE SAUDE";"MUNICIPAL";"11.328.684/0001-71";"SAO FRANCISCO DO GUAPORE";"RO";"01/01/2025";"01/09/2025";"268123";"LEVOTIROXINA SÓDICA, DOSAGEM:50 MCG";"COMPRIMIDO";"S";"1008903920043";"Pregão";"ADMINISTRATIVA";;;"COMPRIMIDO";"33.069.212/0001-84";"MERCK S/A";"33.069.212/0001-84";"MERCK S/A";"2000";"0.28";"560.0"
"2025";"FUNDO MUNICIPAL DE SAUDE";"MUNICIPAL";"11.328.684/0001-71";"SAO FRANCISCO DO GUAPORE";"RO";"01/01/2025";"01/09/2025";"267564";"CARVEDILOL, DOSAGEM:12,5 MG";"COMPRIMIDO";"S";"1023510730161";"Pregão";"ADMINISTRATIVA";;;"COMPRIMIDO";"57.507.378/0003-65";"EMS S/A";"57.507.378/0003-65";"EMS S/A";"2000";"0.2";"400.0"
"2025";"FUNDO MUNICIPAL DE SAUDE";"MUNICIPAL";"11.328.684/0001-71";"SAO FRANCISCO DO GUAPORE";"RO";"01/01/2025";"01/09/2025";"267728";"NIFEDIPINO, DOSAGEM:10 MG";"COMPRIMIDO";"N";"1558401690023";"Pregão";"ADMINISTRATIVA";;;"COMPRIMIDO";"05.161.069/0001-10";"BRAINFARMA INDUSTRIA QUIMICA E FARMACEUTICA S.A.";"05.161.069/0001-10";"BRAINFARMA INDUSTRIA QUIMICA E FARMACEUTICA S.A.";"1000";"0.17";"170.0"
"2025";"FUNDO MUNICIPAL DE SAUDE";"MUNICIPAL";"11.328.684/0001-71";"SAO FRANCISCO DO GUAPORE";"RO";"01/01/2025";"01/09/2025";"271217";"AMOXICILINA, PRINCÍPIO ATIVO:ASSOCIADA COM CLAVULANATO DE POTÁSSIO, CONCENTRAÇÃO:500MG + 125MG";"COMPRIMIDO";"S";"1023505320023";"Pregão";"ADMINISTRATIVA";;;"COMPRIMIDO";"57.507.378/0003-65";"EMS S/A";"57.507.378/0003-65";"EMS S/A";"20000";"2.31";"46200.0"
"2025";"FUNDO MUNICIPAL DE SAUDE";"MUNICIPAL";"11.328.684/0001-71";"SAO FRANCISCO DO GUAPORE";"RO";"01/01/2025";"01/09/2025";"268856";"LOSARTANA POTÁSSICA, DOSAGEM:50 MG";"COMPRIMIDO";"S";"1256802020023";"Pregão";"ADMINISTRATIVA";;;"COMPRIMIDO";"73.856.593/0001-66";"PRATI, DONADUZZI & CIA LTDA";"73.856.593/0001-66";"PRATI, DONADUZZI & CIA LTDA";"100";"2.98";"298.0"
"2025";"FUNDO MUNICIPAL DE SAUDE";"MUNICIPAL";"11.328.684/0001-71";"SAO FRANCISCO DO GUAPORE";"RO";"01/01/2025";"01/09/2025";"267517";"ATENOLOL, DOSAGEM:50 MG";"COMPRIMIDO";"S";"1256801460070";"Pregão";"ADMINISTRATIVA";;;"COMPRIMIDO";"73.856.593/0001-66";"PRATI, DONADUZZI & CIA LTDA";"73.856.593/0001-66";"PRATI, DONADUZZI & CIA LTDA";"2000";"0.15";"300.0"
"2025";"FUNDO MUNICIPAL DE SAUDE";"MUNICIPAL";"11.328.684/0001-71";"SAO FRANCISCO DO GUAPORE";"RO";"01/01/2025";"01/09/2025";"267712";"OMEPRAZOL, CONCENTRAÇÃO:20 MG";"CÁPSULA";"N";"1057100830081";"Pregão";"ADMINISTRATIVA";;;"CÁPSULA";"18.324.343/0001-77";"BELFAR LTDA";"18.324.343/0001-77";"BELFAR LTDA";"5000";"0.08";"400.0"
"2025";"FUNDO MUNICIPAL DE SAUDE";"MUNICIPAL";"11.328.684/0001-71";"SAO FRANCISCO DO GUAPORE";"RO";"01/01/2025";"01/09/2025";"268243";"DEXAMETASONA, DOSAGEM:0,1 MG/ML, APRESENTAÇÃO:ELIXIR";"FRASCO";"S";"1108500350059";"Pregão";"ADMINISTRATIVA";"120.0";"ML";"FRASCO 120.00 ML";"06.628.333/0001-46";"FARMACE - INDUSTRIA QUIMICO-FARMACEUTICA CEARENSE LTDA";"06.628.333/0001-46";"FARMACE - INDUSTRIA QUIMICO-FARMACEUTICA CEARENSE LTDA";"100";"3.35";"335.0"
"2025";"FUNDO MUNICIPAL DE SAUDE";"MUNICIPAL";"11.328.684/0001-71";"SAO FRANCISCO DO GUAPORE";"RO";"01/01/2025";"01/09/2025";"268856";"LOSARTANA POTÁSSICA, DOSAGEM:50 MG";"COMPRIMIDO";"S";"1256802020023";"Pregão";"ADMINISTRATIVA";;;"COMPRIMIDO";"73.856.593/0001-66";"PRATI, DONADUZZI & CIA LTDA";"73.856.593/0001-66";"PRATI, DONADUZZI & CIA LTDA";"25000";"0.09";"2250.0"
